北京东方国信科技股份有限公司|管连平|010-84866666|investor@bonc.com.cn|www.bonc.com.cn|北京市朝阳区创达三路1号院1号楼7层101|105668.009万|1997-07-28|在业|110105002496292|91110000633027609B|633027609|91110000633027609B|股份有限公司(上市、自然人投资或控股)|2008-06-30至无固定期限|软件和信息技术服务业||2018-11-20|104996.948万|1000-4999人|1977|朝阳分局||Business-intelligence of Oriental Nations Corporation Ltd.|北京市朝阳区创达三路1号院1号楼7层101附近公司|计算机软硬件、机电一体化产品、计算机系统集成的技术开发、技术咨询、技术服务、技术培训、技术转让；销售自行开发后产品、计算机、软件及辅助设备、电子产品、通讯设备、仪器仪表；租赁计算机软硬件；企业策划；信息咨询（中介除外）；市场调查；设计、制作、代理、发布广告；货物进出口、技术进出口、代理进出口；出租办公用房；物业管理；计算机系统服务；合同能源管理；互联网信息服务（不含新闻、出版、教育、医疗保健、药品和医疗器械、电子公告服务）。（企业依法自主选择经营项目，开展经营活动；互联网信息服务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）|北京东方国信科技股份有限公司（以下简称&quot;东方国信公司&quot;）成立于1997年，是信息产业部认定的软件企业和北京市中关村高新技术企业，并通过了ISO9001:2000质量管理体系认证。东方国信公司长期致力于中国国内电信领域的BI（商业智能）、CRM（客户关系管理）、CTI等软件开发、服务与解决方案，拥有多项软件产品专利，是中国联通和中国电信的业务支撑系统的核心合作厂商之一，也是中国铁通业务支撑的三家核心厂商之一。同时，公司在软件外包和业务流程外包方面取得飞速发展，分别在大连和重庆建立软件服务外包基地。2011年01月25日，北京东方国信科技股份有限公司（股票代码：300166，公司简称：东方国信）1月14日发行的1017.6万股A股股票，今日在深圳证券交易所挂牌。
内蒙古辽中京农业科技有限责任公司|李相辅|0476-4263558|121384385@qq.com||宁城县天义镇哈河大街西段|7363万|2002-04-01|存续|150429000003942|91150429736116671H|736116671|91150429736116671H|有限责任公司(自然人投资或控股)(1130)|2002-04-01至无固定期限|化学原料和化学制品制造业||2018-09-27||小于50人|30|宁城县市场监督管理局|内蒙古辽中京化工有限责任公司||宁城县天义镇哈河大街西段附近公司|许可经营项目：无 一般经营项目：化肥经销、存储；有机肥、ＢＢ肥、复混肥料、复合肥料、液体肥料、水溶复合肥料、水溶肥料、有机-无机复混肥料、生物有机肥生产、销售；农机具配件、农膜销售；膨润土加工、销售|
赤峰市宁洁燃气有限责任公司|文静|0476-4277717|ningjieranqi@163.com||宁城县天义镇铁西天马街西段南侧（天马街43号）|500万|2011-05-05|存续|150429000014275|9115042957328168XW|57328168X|9115042957328168XW|有限责任公司(国有控股)(1140)|2011-05-05至2041-05-04|批发业||2018-09-06|500万|小于50人|14|宁城县市场监督管理局|||宁城县天义镇铁西天马街西段南侧（天马街43号）附近公司|许可经营项目：管道燃气销售（凭许可证并在有效期内经营）；汽车加气（限分公司经营）； 一般经营项目：石油天然气化工及相关配套的仪器仪表、燃气用具、设备的销售；燃气技术开发、信息咨询服务|赤峰市宁洁燃气有限责任公司成立于2011年05月05日，主要经营范围为许可经营项目：管道燃气销售（凭许可证并在有效期内经营）等。
宁城包商村镇银行有限责任公司|王宗和|0476-5808108|ncyh8111@163.com||内蒙古自治区赤峰市宁城县天义镇哈河大街南友谊路东哈河大街101号|10000万|2010-03-12|存续|150429000012237|911504296994912521|699491252|911504296994912521|有限责任公司(自然人投资或控股)(1130)|2010-03-12至无固定期限|货币金融服务||2018-09-03|10000万|100-499人|115|宁城县市场监督管理局||Ningcheng Baoshang Village Town Bank Co.,Ltd|内蒙古自治区赤峰市宁城县天义镇哈河大街南友谊路东哈河大街101号附近公司|许可经营项目：吸收公众存款；发放短期、中期和长期贷款；办理国内结算；办理票据承兑和贴现；从事同业拆借；从事银行卡业务；代理发行、代理兑付、承销政府债券；代理收付款项及代理保险业务；经银行业监督管理机构批准的其他业务。 一般经营项目：无|
中海油宁城县新能源有限公司|丛富|13847671212|||宁城县天义镇长青路北段东侧金融街北（宁城国际酒店1#-1-151室）|2000万|2016-12-06|注销|150429000039287|91150429MA0N154A4R|MA0N154A4|91150429MA0N154A4R|其他有限责任公司(1190)|2016-12-06至2043-10-15|零售业||2017-10-10||||宁城县市场监督管理局|||宁城县天义镇长青路北段东侧金融街北（宁城国际酒店1#-1-151室）附近公司|许可经营项目：无 一般经营项目：购买、储存、销售天然气|
宁城天宇旅游开发有限公司|孙海玉|0476-4265938||www.heilihelvyou.com|宁城县天义镇长青路北段（园林路东华园小区一期Ｃ幢商业楼３０１室）|6500万|2010-07-27|存续|150429000012921|911504295581297191|558129719|911504295581297191|有限责任公司(自然人投资或控股)(1130)|2010-07-27至2030-07-26|公共设施管理业||2016-12-27||||宁城县市场监督管理局|||宁城县天义镇长青路北段（园林路东华园小区一期Ｃ幢商业楼３０１室）附近公司|许可经营项目：水上船舶旅游、游乐（凭水路运输许可证并在有效期内经营）；下列项目分公司凭许可证经营：餐饮服务；住宿服务；预包装食品兼散装食品（不含乳制品）销售。 一般经营项目：游览景区管理；礼品、饰品、干果、山野菜、日用品、水产品销售|
宁城县小城子镇基层供销合作社有限公司|郭凤伟|13704766187|1140629095@qq.com||内蒙古自治区赤峰市宁城县小城子镇宁北村八组|30万|2015-07-28|存续|150429000030138|9115042935313643XC|35313643X|9115042935313643XC|其他有限责任公司(1190)|2015-07-28至无固定期限|零售业||2018-10-30||||宁城县市场监督管理局|||内蒙古自治区赤峰市宁城县小城子镇宁北村八组附近公司|许可经营项目：无 一般经营项目：农作物种植；农产品、蔬菜、水果、农副产品、废旧物资购销；化肥、农膜、农药、农业机械、温室大棚物资、五金建材、日用百货、日用杂品、家用电器、厨房用具、卫生用品、文体用品、化妆品、服装鞋帽、针纺织品、烟花爆竹销售；农机服务、仓储服务、空车配货、物流信息服务、托老服务；物业管理；职业技能培训；园林绿化工程施工|
内蒙古宁城老窖销售总公司|王志宝||||内蒙古自治区赤峰市宁城县八里罕镇|2456万|1992-10-20|吊销|1504291000011||||全民所有制|1992-10-20至无固定期限|批发业||2004-10-12||||宁城县市场监督管理局|||内蒙古自治区赤峰市宁城县八里罕镇附近公司|白酒、饮料销售； (依法须经批准的项目，经相关部门批准后方可开展经营活动)|
内蒙古田陌金秋现代农业发展有限责任公司|王小虎|13604761500|||内蒙古自治区赤峰市宁城县天义镇新宁路与花园街交汇处（永生商务综合楼3楼317室）|500万|2009-12-08|存续|150429000011951|911504296959379667|695937966|911504296959379667|有限责任公司(自然人独资)(1151)|2009-12-08至2029-12-07|批发业||2019-05-24||||宁城县市场监督管理局|宁城田陌金秋食品有限公司||内蒙古自治区赤峰市宁城县天义镇新宁路与花园街交汇处（永生商务综合楼3楼317室）附近公司|许可经营项目：无 一般经营项目：食品及饮料、水果、蔬菜销售；粮食、农林牧产品购销；农作物种植、销售；畜禽养殖、销售；农副食品、肉制品加工销售|
内蒙古田陌金秋现代农业发展有限责任公司|王小虎|13604761500|||内蒙古自治区赤峰市宁城县天义镇新宁路与花园街交汇处（永生商务综合楼3楼317室）|500万|2009-12-08|存续|150429000011951|911504296959379667|695937966|911504296959379667|有限责任公司(自然人独资)(1151)|2009-12-08至2029-12-07|批发业||2019-05-24||||宁城县市场监督管理局|宁城田陌金秋食品有限公司||内蒙古自治区赤峰市宁城县天义镇新宁路与花园街交汇处（永生商务综合楼3楼317室）附近公司|许可经营项目：无 一般经营项目：食品及饮料、水果、蔬菜销售；粮食、农林牧产品购销；农作物种植、销售；畜禽养殖、销售；农副食品、肉制品加工销售|
宁城县大双庙镇基层供销合作社有限公司|李然|13804769289|||宁城县大双庙镇巴里营子村|30万|2015-09-23|存续|150429000031180|911504293530845614|353084561|911504293530845614|有限责任公司(自然人投资或控股)(1130)|2015-09-23至无固定期限|零售业||2017-10-10||||宁城县市场监督管理局|||宁城县大双庙镇巴里营子村附近公司|许可经营项目：无 一般经营项目：农作物种植、销售；农产品、蔬菜、水果、农副产品、废旧物资购销；化肥、农膜、农药、农业机械、饲料、温室大棚物资、五金建材、日用百货、日用杂品、家用电器、厨房用具、卫生用品、文体用品、化妆品、服装鞋帽、针纺织品、烟花爆竹销售；农机服务、仓储服务、空车配货、物流信息服务、托老服务；物业管理；职业技能培训；园林绿化工程施工；纸制品加工、销售|
赤峰市金盛铭新能源科技有限公司|孙喜合||||内蒙古自治区赤峰市宁城县天义镇长青路北段西侧（西华园小区12#楼22号）|7750万|2018-01-02|存续|150429020209462|91150429MA0NQJ3P5L|MA0NQJ3P5|91150429MA0NQJ3P5L|有限责任公司(自然人投资或控股)(1130)|2018-01-02至无固定期限|电力、热力生产和供应业||2018-01-02||||宁城县市场监督管理局|||内蒙古自治区赤峰市宁城县天义镇长青路北段西侧（西华园小区12#楼22号）附近公司|太阳能发电、风力发电；新能源技术研发、技术咨询、技术服务；发电设备研发、生产、销售、安装。|
内蒙古康健肉类食品有限公司|冯建伟|18304901014|351662762@qq.com|www.nmgkjgs.com|宁城县中京工业园区|5544.325万|2011-11-08|存续|150429000015309|91150429585163189D|585163189|91150429585163189D|有限责任公司(自然人投资或控股)(1130)|2011-11-08至2031-11-06|批发业||2019-04-03|2169万|||宁城县市场监督管理局|宁城康健生猪加工有限公司||宁城县中京工业园区附近公司|许可经营项目：无 一般经营项目：家畜、家禽养殖、销售；生猪屠宰；生鲜肉销售；肉制品加工、销售；道路普通货物运输|
宁城县忙农镇基层供销合作社有限公司|王占军|13947655121|||宁城县忙农镇大忙农村|30万|2016-08-12|存续|150429000037252|91150429MA0MYKXM7F|MA0MYKXM7|91150429MA0MYKXM7F|其他有限责任公司(1190)|2016-08-12至无固定期限|零售业||2016-08-12|30万|||宁城县市场监督管理局|||宁城县忙农镇大忙农村附近公司|许可经营项目：无 一般经营项目：农作物种植、销售；农产品、蔬菜、水果、农副产品、废旧物资购销；化肥、农膜、农药、农业机械、温室大棚物资、五金建材、日用百货、日用杂品、家用电器、厨房用具、卫生用品、文体用品、化妆品、服装鞋帽、针纺织品、烟花爆竹销售；农机服务、仓储服务、空车配货、物流信息服务、托老服务；物业管理；职业技能培训；园林绿化工程施工|
宁城县藏龙谷旅游商贸有限公司|蔡德成|13947658400|1597874870@qq.com.cn||内蒙古赤峰市宁城县天义镇大宁路D段西侧哈河大街北侧（铸城市政办公楼一楼）|1000万|2006-10-19|存续|150429000011197|91150429793618977A|793618977|91150429793618977A|有限责任公司(自然人投资或控股)(1130)|2006-10-19至无固定期限|公共设施管理业||2017-05-22||||宁城县市场监督管理局||Ningcheng County Canglonggu Tourism Commerce and Trade Co.,Ltd.|内蒙古赤峰市宁城县天义镇大宁路D段西侧哈河大街北侧（铸城市政办公楼一楼）附近公司|旅游景区开发管理|
宁城汇丰化工有限公司|苗根义|0476-5836777|||宁城县汐子镇（汐子工业园区）|2000万|2010-10-25|存续|150429000013246|91150429561248516X|561248516|91150429561248516X|有限责任公司(自然人投资或控股)(1130)|2010-10-25至2030-10-24|化学原料和化学制品制造业||2019-03-27|1200万|||宁城县市场监督管理局|||宁城县汐子镇（汐子工业园区）附近公司|许可经营项目：盐酸、醋酸生产。一般经营项目：染料及染料中间体（不含危险化学品）的生产、销售。|
普惠益农（宁城县）经济技术发展有限公司|张汉文||||宁城县天义镇大宁路C段东侧北环街北侧（华鑫大厦1024室）|1000万|2017-04-13|存续|150429000041290|91150429MA0N8WEB8C|MA0N8WEB8|91150429MA0N8WEB8C|有限责任公司（非自然人投资或控股的法人独资）(1153)|2017-04-13至无固定期限|科技推广和应用服务业||2017-04-13||||宁城县市场监督管理局|||宁城县天义镇大宁路C段东侧北环街北侧（华鑫大厦1024室）附近公司|许可经营项目：无 一般经营项目：技术推广服务；计算机系统服务；基础软件服务；应用软件服务（不含医用软件）；软件开发；产品设计；教育咨询（不含出国咨询及中介服务）；经济贸易咨询；公共关系服务；会议服务、工艺美术设计；电脑动画设计；企业策划；设计、制作、代理、发布广告；市场调查；企业管理咨询；组织文化艺术交流活动（不含演出）；文艺创作；承办展览展示活动；影视策划；翻译服务；自然科学研究；工程和技术研究；农业科学研究；医学研究（不含诊疗活动）；数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）|
内蒙古五洲助康医药有限责任公司|张乃全|13848365888|418224728@qq.com||内蒙古自治区赤峰市翁牛特旗崔家营４０４－０３－３４２|10146万|2008-11-27|存续|150426000007324|911504266800446048|680044604|911504266800446048|有限责任公司（非自然人投资或控股的法人独资）(1153)|2008-11-27至2028-11-26|批发业||2017-12-29|10146万|50-99人|60|翁牛特旗市场监督管理局|||内蒙古自治区赤峰市翁牛特旗崔家营４０４－０３－３４２附近公司|许可经营项目：无 一般经营项目：中成药、中药饮片、化学药制剂、抗生素制剂、生化药品、生物制品、蛋白同化制剂、肽类激素批发；保健食品；消杀用品（不含危险化学品）、医疗器械、化妆品、钢材、建材、服装、食品、日用百货、洗涤用品购销；中药原药种植、销售；农作物种植；种树、种草；塑钢门窗加工|
赤峰市恒泰生物农业科技开发有限公司|蔡文|13901133386|573431859@qq.com||赤峰市翁牛特旗乌丹镇畜牧兽医局院内|100万|2013-07-15|存续|150426000017246|911504260725735372|072573537|911504260725735372|有限责任公司（非自然人投资或控股的法人独资）(1153)|2013-07-15至2033-07-14|研究和试验发展||2016-10-17||||赤峰翁牛特乌丹市场监督管理所|||赤峰市翁牛特旗乌丹镇畜牧兽医局院内附近公司|许可经营项目：无 一般经营项目：农业科技开发(不含应经审批项目)；农作物种植|
翁牛特旗铭淳种植养殖专业合作社|么瑞启|15947168860|||翁牛特旗梧桐花镇和平营子村从家窝铺村民小组|1000万|2014-11-21|存续|150426NA002136X|93150426318512874W|318512874|93150426318512874W|农民专业合作社(9100)||农业||2016-06-15||||赤峰翁牛特梧桐花市场监督管理所|||翁牛特旗梧桐花镇和平营子村从家窝铺村民小组附近公司|许可经营项目：无 一般经营项目：组织采购、供应成员家畜家禽养殖、农作物种植所需的生产资料；组织销售成员生产的产品；开展成员所需的贮藏、销售等服务；引进家畜家禽养殖、农作物种植新技术、新品种，开展与家畜家禽养殖、农作物种植技术培训、技术交流和信息服务|
赤峰赢都农牧业有限公司|么瑞启|13476550000|||翁牛特旗乌丹镇清泉路南段水岸春城P-2号商业楼-32、70号厅|1000万|2016-05-26|存续|150426000028682|91150426MA0MXXPH58|MA0MXXPH5|91150426MA0MXXPH58|有限责任公司(自然人独资)(1151)|2016-05-26至无固定期限|农业||2019-03-04||||翁牛特旗市场监督管理局|||翁牛特旗乌丹镇清泉路南段水岸春城P-2号商业楼-32、70号厅附近公司|许可经营项目：无 一般经营项目：农作物种植；家禽家畜养殖；园林绿化；种树、种草、治沙；刺线、网围栏、水泥桩制作、架设；化肥、农膜、原包装种子、粮食购销；农业技术推广服务。|
