2019年中国电子书阅读器市场分析报告-市场现状调查与发展商机研究|-|七、凭借内容优势方正大肆进军电子书终端市场 八、方正电子书阅读器市场的制胜战略 第三节 大唐电信科技股份有限公司 一、企业概况 二、企业主要经济指标分析 三、企业盈利能力分析 四|-|中国报告网|-|20小时23分钟前|-|https://news.tianyancha.com/detail/95f0cb412810449ace5907a403862fbb0ee1ea0b.html
量能即魂!|-|业链,锂和稀土可能最受益、节能环保、生物技术和物联网等产业一定会出现大黑马,物联网龙头股;长电科技;大唐电信;莱宝高科,恒宝股份,天音控股,水晶光电,荣信股份,彩虹股份,国民技术;云南白药,东阿阿胶,|-|新浪网|-|2010年06月25日|-|https://news.tianyancha.com/detail/1326dc62d0ba6860dbabdf5c28cd5f27b27569e9.html
电子书发展“内忧外患”后市难料|-|电子书仍然面临诸多难题。目前，在中国电子书的销量很低，甚至不足为道。在国内，无论是汉王、方正、大唐电信的电子书产品都销量极其惨淡，甚至没有可以公布的数据。这让电子书在中国成为一种高端奢侈品|-|维科网|-|2010年06月24日|-|https://news.tianyancha.com/detail/0cda7944c9c4b9c992ad24558c2d698f52de5b74.html
六月十七日实盘分析|-|江南化工直线冲击涨停……创业板指数和中小板综指领跌市场。 10：54：中关村飙涨，大唐电信再度走强，股指回升，创业板指数没有跌破1100点。 11：00|-|新浪网|-|2010年06月16日|-|https://news.tianyancha.com/detail/febc1af7a0c922a01a137024bbd3f6e7f70fa47d.html
6.11【独家】私募内部传闻提前曝光|-|有私募看到100元.此股当时上市首日,曾一度跌破发行价 龙虎榜机构进出明细 大唐电信一家机构和深圳游资介入 买入营业部名称: 累计买入金额（元）: （1） 机构专用|-|新浪网|-|2010年06月10日|-|https://news.tianyancha.com/detail/574b4653e880617998a1aae3c2a9e18a162c2057.html
机构史上最牛的扫货|-|中国银河证券股份有限公司广州东风西路证券营业部 361895.00 2482025.00 大唐电信 买入营业部名称: 累计买入金额（元）: （1）机构专用 27450739.24 （2|-|新浪网|-|2010年06月10日|-|https://news.tianyancha.com/detail/00961a8e77968c568e940d774fd236a58b36807e.html
股指围绕10日均线底部震荡整理---6月10日|-|但他们波动大启动突然走势随意操作较难把握。三网合一题材股依然表现活跃，大唐电信.东信和平.太极股份.亿阳信通上涨强劲，涨幅居前还看到房地产股的身影荣安地产.ST海鸟|-|新浪网|-|2010年06月10日|-|https://news.tianyancha.com/detail/6ee7c18967dd4e54a21741f9e1815775b904312f.html
六月十一日实盘分析|-| 10：35：大盘向上，众生药业涨幅超过4%，创业板特缺德过了39元。物联网龙头大唐电信再度飙涨7%…… 10：40：安科生物飙涨，网宿科技涨幅超过6%……众生药业再创分时新高|-|新浪网|-|2010年06月10日|-|https://news.tianyancha.com/detail/35ef682d2a519cb95d62e0b7989ab2eb22a1d1ec.html
六月十日实盘分析|-|回天胶业、国民技术、福瑞股份等创业板纷纷飙涨。 13：17：大唐电信飙涨……市场焦点聚集在创业板，创业板指数站稳1100点。 13：22|-|新浪网|-|2010年06月09日|-|https://news.tianyancha.com/detail/99fbec5e6ce14d6fbe7ab8dabc5cec6aeacaa44d.html
6.08【独家】每日实盘滚动内参|-|9:08 据传,宝钢股份（600019）：摩根士丹利下调盈利预测 9:16 据传,大唐电信（600198）：存在阶段性补涨需求 9:20 据传,亚厦股份|-|新浪网|-|2010年06月08日|-|https://news.tianyancha.com/detail/cd78a29ef44d0dcc91997dd7d6467a651a44b2a0.html
注意盘中一些现象|-|早上是以新大陆和远望谷等去年炒作的那部分物联网概念股为主（新大陆、厦门信达、大唐电信、远望谷、东信和平是去年炒作最为强劲的几只），午后领涨的切换到长电科技身上了，而康强电子|-|新浪网|-|2010年06月02日|-|https://news.tianyancha.com/detail/5bdb0f34b4d2d9f13aa66e9310871d15b3877465.html
六月二日实盘分析|-| 10：55：市场重归平静，创业板指数维持红盘，52家创业板股票上涨。大唐电信、长电科技、上海贝岭、新大陆等物联网概念股集体飙升。 11：00：千余家股票上涨|-|新浪网|-|2010年06月01日|-|https://news.tianyancha.com/detail/7962dfc0435686b4c2fdce8cd36e24a9b95f4554.html
五月二十七日实盘分析|-|说明什么？需要提醒的是：每一次连续下跌之后无不面临着一波阶段性行情。 10：47：上海机场、大唐电信带领股指回到2600点上方。保险、银行等权重股大幅回升…… 10：52|-|新浪网|-|2010年05月26日|-|https://news.tianyancha.com/detail/4cd402d11e7bb2825c6cbb79d2b68c96c3494bb4.html
5.24【独家】每日实盘滚动内参|-|600498）,彩虹股份（600707）,士兰微（600460）、国民技术（300077）；大唐电信（600198）；万向钱潮（000559）、福田汽车（600166）、横店东磁|-|新浪网|-|2010年05月24日|-|https://news.tianyancha.com/detail/0c21e77cdf7a3f641f9fcb4722704903d382123a.html
大盘疯涨第一枪打响|-|今日笔者发现众多新经济个股在本轮大调整中形态保持良好，中期会不停走强，高度跟踪。如600198大唐电信，国内与汉王科技齐名的电子书龙头 。目前正式推出并通过中国移动测试的TD-|-|新浪网|-|2010年05月21日|-|https://news.tianyancha.com/detail/2dddcc746e0cb3f9dd490fbaf6c9b47d73564f9b.html
[独家]临界点，反弹下午破灭还是爆燃？|-|这样选出的股票多数还是有反弹空间的。昨天涨幅居前的股票多是此前符合了这种情况以后发生的反弹。 上面大唐电信只是个例子，其实还有很好多，大家可以到我博客首页右侧友情链接|-|新浪网|-|2010年05月20日|-|https://news.tianyancha.com/detail/ddc66aac41415a683a6927e818efce2069ed0ce7.html
新兴产业股已率先回升|-|从主板个股观察，像节能板块的龙头三安光电近阶段已经拒绝下跌，并开始组织反攻；物联网龙头之一的大唐电信在消息面的配合下劲升封上涨停，带动了物联网板块整体回升；资源股西藏矿业盘中一度封住涨停|-|新浪网|-|2010年05月19日|-|https://news.tianyancha.com/detail/609c7fdc67ee8e4b643a21b054079a6bf859102e.html
5.20【独家】私募内部传闻提前曝光|-|据传,世纪鼎利（300050）中报有可能会推出高比例的送配方案。 据传,大唐电信（600198） 携手地方政府设立50亿元有限合伙制PE，且专注于物联网投资|-|新浪网|-|2010年05月19日|-|https://news.tianyancha.com/detail/b26bb149e6e87e87b5dbdf5cf676d7fff3be09b6.html
缩量整理上下震荡股指反弹延续-----5月19日|-|地产股卧龙地产.新能源股亿纬锂能.资源股宏达股份.房地产股天津松江.新股汉王科技.多氟多.信息技术股大唐电信7家，今日涨停股票数量少而且不具备持续大涨的条件。电器机械.传媒文化.商业贸易.非金属.其他|-|新浪网|-|2010年05月19日|-|https://news.tianyancha.com/detail/7abdadf75a2c380f3f5c29dba56af9b060dcaf3e.html
就算不敢买，也别随意卖|-| 后市场也出现了几次有特点的反弹，分别是卧龙地产和阳光城等地产股、北矿磁材和天通股份等磁性材料股、大唐电信和高鸿股份等科技股，以及新能源和军工股等等，但基本上都是单边作战，无法带动整个市场人气|-|新浪网|-|2010年05月19日|-|https://news.tianyancha.com/detail/cc5415c91fa0ca69b00ff5eeb93df01f26a254fd.html
大盘股筑底小盘股唱戏|-|两市计有778家股票上涨、909家股票下跌，其中，卧龙地产、亿纬锂能、宏达股份、汉王科技、多氟多、大唐电信7家股票涨停，涵盖了地产、创业板、有色金属、中小板、次新股、物联网概念股板块，无跌停股票|-|新浪网|-|2010年05月19日|-|https://news.tianyancha.com/detail/7692f15f44315d1abf42a6f577915f144330bb75.html
5.19【独家】私募内部盘中传闻|-|有着实质性的利好， *公 司是成都区域的报业龙头企业，还积极进军网游行业 7. 内参资料显示，大唐电信（600198） 携手地方政府设立50亿元有限合伙制PE，且专注于物联网投资|-|新浪网|-|2010年05月19日|-|https://news.tianyancha.com/detail/d0d815980198f161b42f6d9d40a6cf4ffabf9ed5.html
5.6【独家】每日实盘滚动内参|-|12:58据传,渣打银行预测：中国可能会在下周停止让人民币盯住美元 13:28据传,大唐电信（600198）有机构认为价值有所低估 14:02据传,中航三鑫：盈利增长可能加速 新|-|新浪网|-|2010年05月06日|-|https://news.tianyancha.com/detail/26faf9d56bcd2534ed519f4825d45436fa1675fe.html
5.5【独家】私募内部传闻提前曝光|-|* 据传,乐通股份:油墨龙头稳定增长,短期估值偏高 据传,大唐电信（600198）:传统业务发展稳健,新兴领域前景可期 据传,长安汽车|-|新浪网|-|2010年05月04日|-|https://news.tianyancha.com/detail/c8340ddb163f0f0621d0afe750890893b1614b12.html
4.26【独家】每日实盘滚动内参|-|；电子类，台基股份（300046）、汉王科技（002362）、士兰微（600460）、大唐电信（600198）、彩虹股份（600707）；新疆区域，伊力特（600197）；消费品|-|新浪网|-|2010年04月26日|-|https://news.tianyancha.com/detail/d20106f484e6c7024ca02e6da59bc9c19fb029ee.html
主题热点炒作有望延续|-|进而带动大盘反弹跌幅收窄。主业转为煤炭的新农开发也带动农业股走强，其它诸如大唐电信和长电科技等物联网为代表的泛科技股、奥飞动漫和中视传媒等3D电视概念|-|新浪网|-|2010年04月22日|-|https://news.tianyancha.com/detail/dc25a82cac3f4b7aa04c9e26b4cd016e2a3f30b6.html
大唐电信1.24亿资金投向电子书|-|计划对电子书和家庭信息终端两大块产品领域投资1.86亿元，其中1.24亿元投向电子书，其余6000余万元投向家庭信息终端。按照大唐电信的规划|-|维科网|-|2010年04月16日|-|https://news.tianyancha.com/detail/06c02b0e3df08d2c36e148a5fb29492bbdd2044c.html
3G投资催动电子元器件公司有机会|-|在大唐电信、烽火通信的带领下，通信板块的热点已开始向电子元器件板块扩散。昨日两市涨幅榜前列，电子元器件股占了多数。 江海证券分析师梁君预计，今年我国3G全年完成投资1435亿元，建设基站28.5万个，|-|维科网|-|2010年04月12日|-|https://news.tianyancha.com/detail/41ad5e55b97c93bceb3e7a72a9e5a5248882e250.html
每日私募动向（0408）|-|年报具备高送股潜力 回天胶业（300041）国金证券首次买入评级，目标价格59.36-63.3元 大唐电信（600198）拟定向增发募资4.74亿布局3G 长春一东（600148|-|新浪网|-|2010年04月08日|-|https://news.tianyancha.com/detail/4972ca0d5438fa2656326cbdced9d86f0907f1dd.html
4.07【独家】晚间私募信息汇总|-|据传,回天胶业（300041）国金证券首次买入评级，目标价格59.36-63.3元 据传,大唐电信（600198）拟定向增发募资4.74亿布局3G 据传,ST天方（600253）：下周摘帽|-|新浪网|-|2010年04月07日|-|https://news.tianyancha.com/detail/b76a67a453ee408b97a3aa941a0b5386e23a2c50.html
4月7日（周三）大盘直播|-| 11:05:22 上午11点，深市主力资金净流出18亿元。 11:10:43 大唐电信（600198）今日披露增发预案，公司股价目前涨5.76%，领涨物联网板块。|-|新浪网|-|2010年04月06日|-|https://news.tianyancha.com/detail/d7c71b2e5e4ed3b79da1d4211b32b2c97d1218df.html
3.30【独家】私募内部盘中传闻|-|目前股价确实有低估之嫌 盘中信息 仅供参考 不作为买卖依据 来源网络 据传,大唐电信（600198）：有研究机构拟重点调研集三网合一试点，手机支付，扶持电子阅读产业，物联网|-|新浪网|-|2010年03月30日|-|https://news.tianyancha.com/detail/643d44ec4959290572c3e5191b77a72753fedd59.html
3.30【独家】每日实盘滚动内参|-|002357）涨停揭秘:即将收购并改造绵阳中心客运站，打造成都第二客运中心 10:10 据传,大唐电信（600198）：有研究机构拟重点调研集三网合一试点，手机支付，扶持电子阅读产业，物联网|-|新浪网|-|2010年03月30日|-|https://news.tianyancha.com/detail/e09dd8159437d74725d323030ff222cc2225ebfa.html
三月二十九日实盘分析|-|中小板科华恒盛全天表现强势。 14：06：地产股保利地产再度走高，创业板特缺德有走强迹象。物联网大唐电信异动。神州泰岳连续创上市后股价新高----真牛逼！ 14：12：就神州泰岳走势看|-|新浪网|-|2010年03月28日|-|https://news.tianyancha.com/detail/8ccedd9fbe2eab651ae53741a02df16feb79372a.html
ST-Ericsson：为世博提供TD-LTE芯片|-|不过联发科并不单独向手机厂商提供TD芯片，而是通过与大唐电信旗下联芯科技合作共同研发和设计的。不过，选用联发科芯片方案则以中兴通讯等国产手机厂商为主。|-|维科网|-|2010年03月27日|-|https://news.tianyancha.com/detail/996214aae1b8c9ddc015845462d49cb9c474b2ad.html
向上突破为时不远!|-|;一旦放量突破3200点压力线必有一波中期行情!前期讲的物联网板块如;神州泰岳;长电科技;浙大网新;大唐电信;东信和平;新大陆;及水晶光电;康美药业;莱宝高科;同济科技等中长线可期（煤气化;17.7元|-|新浪网|-|2010年03月24日|-|https://news.tianyancha.com/detail/56b84f5199792193b8f2ce2c4754dcaeefe79fe3.html
有望取代传统书籍，电纸书前途被看好|-| 国内电纸书发展存在的问题 1. 虽然目前市场还没有打开，但已经有包括汉王、翰林、方正、长城、大唐电信等大企业进入，还有一些专门的电纸书品牌比如福昕、欣博阅、EDO等新进企业|-|维科网|-|2010年03月23日|-|https://news.tianyancha.com/detail/485d3547b49fab010cb25658407ae9d07a10ce39.html
科技股依然是短线重点|-|去年物联网概念股开始出现时，涌现了新大陆、厦门信达、东信和平和远望谷这四只热门股，后来大唐电信也脱颖而出，加之原本的科技股常客海虹控股、去年年中的浪潮软件、中国软件|-|新浪网|-|2010年03月22日|-|https://news.tianyancha.com/detail/32906482fadc38cdf38721692ddc0a3e194359c8.html
